name,type,gender,country,begin_date,end_date,begin_area_name,begin_area_name_full,begin_area_latlng,area_name,area_name_full,area_latlng
Barbra Lica,Person,Female,CA,,,,,,Canada,,
Clairy Browne & The Bangin' Rackettes,Group,,,2009,,,,,Melbourne,,
The Delicates,Group,,US,1958,,,,,United States,,
Mildred Bailey,Person,Female,US,1907-02-27,1951-12-12,Tekoa,"Tekoa, Whitman County, Washington, United States",,United States,,
Freda Payne,Person,Female,US,1942-09-19,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Future Brown,Group,,US,,,,,,United States,,
Tammi Terrell,Person,Female,US,1945-04-29,1970-03-16,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Barbara Lamb,Person,Female,US,,,,,,United States,,
Sophie Milman,Person,Female,CA,1983,,Russia,Russia,,Canada,,
Jane Green,,,,,,,,,,,
Smoky Wood & His Wood Chips,Group,,,,,,,,,,
Pat Benatar,Person,Female,,1953-01-10,,Greenpoint,"Greenpoint, Brooklyn, New York, New York, United States",,Malibu,,
Anita O’Day,Person,Female,US,1919-10-18,2006-11-23,,,,United States,,
Beryl Booker,Person,Female,US,1922-06-07,1978-09-30,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Erma Franklin,Person,Female,US,1939-03-13,2002-09-07,Shelby,"Shelby, Bolivar County, Mississippi, United States",,United States,,
Crooked Still,Group,,US,2001,,,,,United States,,
Phyllis Boyens,Person,Female,,,,,,,,,
Miriam Makeba,Person,Female,ZA,1932-03-04,2008-11-10,Johannesburg,"Johannesburg, Gauteng, South Africa",,South Africa,,
The Go-Go's,Group,,GB,,,,,,United Kingdom,,
Tina Adair,Person,,,,,,,,,,
Brooke Candy,Person,Female,,1989-07-20,,Oxnard,"Oxnard, Ventura County, California, United States",,,,
The Runaways,Group,,US,1975,1979,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Abbey Lincoln,Person,Female,US,1930-08-06,2010-08-14,,,,United States,,
Nancy Wilson,Person,Female,US,1937-02-20,,Chillicothe,"Chillicothe, Ross County, Ohio, United States",,United States,,
Peggy Seeger,Person,Female,GB,1935-06-17,,New York,"New York, New York, United States",,United Kingdom,,
Blossom Dearie,Person,Female,US,1924-04-28,2009-02-07,,,,United States,,
Betty Carter,Person,Female,US,1929-05-16,1998-09-26,,,,United States,,
Awkwafina,Person,Female,US,,,New York,"New York, New York, United States",,United States,,
International Sweethearts of Rhythm,Group,,,,,,,,,,
French for Rabbits,Group,,NZ,2011-02,,,,,New Zealand,,
Diane Birch,Person,Female,US,1983-01-24,,Michigan,"Michigan, United States",,United States,,
The Tontons,Group,,US,2007,,Houston,"Houston, Harris County, Texas, United States",,United States,,
Lena Fayre,Person,Female,,1996-07-07,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,Los Angeles,,
Kartellen,Group,,,,,,,,,,
Contiez,Person,,,,,,,,,,
Kent,Person,Male,FR,1957-03-31,,,,,France,,
James Blunt,Person,Male,GB,1974-02-22,,Tidworth,"Tidworth, Wiltshire, England, United Kingdom",,United Kingdom,,
DVBBS,Group,,,,,,,,,,
Martin Tungevaag,Person,Male,NO,1993-07-09,,Ålesund,"Ålesund, Møre og Romsdal, Norway",,Norway,,
Thomas Stenström,Person,Male,SE,1988-01-19,,,,,Sweden,,
American Authors,Group,,US,2011-06-01,,,,,United States,,
Rixton,Group,,,,,,,,,,
Sanna Nielsen,Person,Female,SE,1984-11-27,,,,,Sweden,,
Ace Wilder,Person,Female,SE,1982-07-23,,Stockholm,"Stockholm, Stockholm, Sweden",,Sweden,,
Charli XCX,Person,Female,GB,1992-08-02,,Cambridge,"Cambridge, Cambridgeshire, England, United Kingdom",,United Kingdom,,
The Wreckers,Group,,US,2004,,,,,United States,,
Janie Fricke,Person,Female,US,1947-12-19,,,,,United States,,
The JaneDear Girls,Group,,US,2004,,,,,United States,,
Goldie Hill,Person,Female,US,1933-01-11,2005-02-24,,,,United States,,
Juice Newton,Person,Female,US,1952-02-18,,Lakehurst,"Lakehurst, Ocean County, New Jersey, United States",,United States,,
Maybelle Carter,Person,Female,US,1909-05-10,1978-10-23,,,,United States,,
Sammi Smith,Person,Female,US,1943-08-05,2005-02-12,,,,United States,,
The Girls of the Golden West,Group,,US,1933,1960,,,,United States,,
Jean Shepard,Person,Female,US,1933-11-21,,Pauls Valley,"Pauls Valley, Garvin County, Oklahoma, United States",,United States,,
Laura Bell Bundy,Person,Female,US,1981-04-10,,,,,United States,,
Cindy Walker,Person,Female,US,1918-07-20,2006-03-23,Mart,"Mart, McLennan County, Texas, United States",,United States,,
June Carter Cash,Person,Female,US,1929-06-23,2003-05-15,,,,United States,,
Connie Smith,Person,Female,US,1941-08-14,,,,,United States,,
Jan Howard,Person,Female,US,1930-03-13,,,,,United States,,
Anita Carter,Person,,US,1933-03-31,1999-07-29,,,,United States,,
Kalacakra,Group,,,,,,,,,,
Meic Stevens,Person,Male,,1942-03-13,,,,,Wales,,
Dando Shaft,,,,,,,,,,,
Trader Horne,Group,,GB,1969,1970,London,"London, England, United Kingdom",,United Kingdom,,
Quintessence,Group,,US,,,,,,United States,,
Spirogyra,Group,,GB,1967,,Bolton,"Bolton, Greater Manchester, England, United Kingdom",,United Kingdom,,
Gallery,Group,,,,,,,,,,
Mr. Fox,Group,,GB,1970,1972,,,,United Kingdom,,
Pererin,Group,,,,,,,,Wales,,
The Pentangle,Group,,GB,1967,1973,London,"London, England, United Kingdom",,United Kingdom,,
Shelagh McDonald,Person,Female,GB,1948,,Edinburgh,"Edinburgh, Scotland, United Kingdom",,United Kingdom,,
Fresh Maggots,Group,,GB,,,Nuneaton,"Nuneaton, Warwickshire, England, United Kingdom",,United Kingdom,,
Synanthesia,Group,,GB,1968,1970,London,"London, England, United Kingdom",,United Kingdom,,
Pearls Before Swine,Group,,US,1965,1974,West Melbourne,"West Melbourne, Brevard County, Florida, United States",,United States,,
Magnet,Group,,US,,,,,,United States,,
Pepe Aguilar,Person,Male,US,1968-08-07,,San Antonio,"San Antonio, Bexar County, Texas, United States",,United States,,
Alejandro Fernández,Person,Male,MX,1971-04-24,,Guadalajara,"Guadalajara, Jalisco, Mexico",,Mexico,,
Los Bukis,Group,,MX,1973,1996,Michoacán,"Michoacán, Mexico",,Mexico,,
Vicente Fernández,Person,Male,MX,1940-02-17,,,,,Mexico,,
Ninel Conde,Person,Female,MX,1976-09-29,,,,,Mexico,,
Alicia Villarreal,Person,Female,MX,1974-08-31,,,,,Mexico,,
Pedro Fernández,Person,Male,MX,1969-09-28,,,,,Mexico,,
Joan Sebastian,Person,Male,MX,1951-04-08,2015-07-13,Juliantla,"Juliantla, Guerrero, Mexico",,Mexico,,
Pablo Montero,Person,Male,MX,1974-08-23,,,,,Mexico,,
Pedro Infante,Person,Male,MX,1917-11-18,1957-04-15,Sinaloa,"Sinaloa, Mexico",,Mexico,,
Lucía Méndez,Person,Female,MX,1955-01-26,,,,,Mexico,,
Federico Villa,,,,,,,,,,,
Antonio Aguilar,Person,Male,MX,1919-05-17,2007-06-19,Zacatecas,"Zacatecas, Mexico",,Mexico,,
Jorge Negrete,Person,Male,MX,1911-11-30,1953-12-05,Guanajuato,"Guanajuato, Mexico",,Mexico,,
Irma Serrano,,,,,,,,,,,
Juan Gabriel,Person,Male,MX,1950-01-07,,Michoacán,"Michoacán, Mexico",,Mexico,,
Cristian Castro,Person,Male,MX,1974-12-08,,,,,Mexico,,
Paquita la del Barrio,Person,Female,MX,1947-04-02,,,,,Mexico,,
Paco Michel,Person,,,,,,,,,,
Los Panchos,Group,,,1944,,,,,Ciudad de México,,
Mariachi Reyna de Los Angeles,,,,,,,,,,,
Cuco Sánchez,Person,Male,MX,1921-05-03,2000-10-06,,,,Mexico,,
Javier Solís,Person,Male,MX,1931-09-01,1966-04-19,Ciudad de México,"Ciudad de México, Mexico",,Mexico,,
Kalimba,Person,Male,MX,1982-07-26,,,,,Mexico,,
Juanes,Person,Male,CO,1972-08-09,,Medellín,"Medellín, Antioquia, Colombia",,Colombia,,
"Sasha, Benny y Erik",Group,,MX,2012,,,,,Mexico,,
Axel,Person,Male,AR,1977-01-01,,Buenos Aires,"Buenos Aires, Argentina",,Argentina,,
Violeta Castillo,Person,Female,AR,,,,,,Argentina,,
Bomba Estéreo,Group,,CO,2005,,Bogotá,"Bogotá, Colombia",,Colombia,,
MKRNI,Group,,,2008,,,,,Santiago,,
Esteman,Person,Male,CO,1984-05-04,,,,,Colombia,,
Protistas,Group,,,2008,,Región Metropolitana de Santiago,"Región Metropolitana de Santiago, Chile",,Región Metropolitana de Santiago,,
Pablo Malaurie,Person,Male,AR,,,,,,Argentina,,
The Cavernarios,Group,,,,,,,,,,
Moreno Veloso,Person,Male,BR,1972-11-22,,Salvador,"Salvador, Bahia, Brazil",,Brazil,,
Los Espíritus,Group,,,2010,,,,,Buenos Aires,,
Faca,Group,,,,,,,,,,
Teleradio Donoso,Group,,CL,2005,2009,,,,Chile,,
Fakuta,Person,Female,,,,,,,Santiago,,
Zigmat,Group,,,,,,,,,,
Fenomeno Fuzz,Group,,,,,,,,,,
Juan Soto,,,,,,,,,,,
Valentín y los Volcanes,Group,,AR,,,,,,Argentina,,
Ulises Hadjis,Person,,,,,,,,,,
Altocamet,Group,,,1995,,Mar del Plata,"Mar del Plata, Buenos Aires, Argentina",,,,
Dani Umpi,Person,,,,,,,,,,
Alex & Daniel,Group,,CL,2012,,Región Metropolitana de Santiago,"Región Metropolitana de Santiago, Chile",,Chile,,
Congelador,Group,,,1996,,,,,,,
Los Waldners,Group,,CR,2011,,San José,"San José, San José, Costa Rica",,Costa Rica,,
Cineplexx,Person,Male,,1973-03-13,,Buenos Aires,"Buenos Aires, Argentina",,,,
Michael Mike,Group,,,,,,,,,,
Buscabulla,,,,,,,,,,,
La Santa Cecilia,Group,,,,,,,,,,
424,Group,,,2010-04-24,,,,,,,
The May Fire,Group,,,2004,,,,,,,
Hermanos McKenzie,Group,,,2009,,,,,Buenos Aires,,
Entre Ríos,Group,,AR,2000,,Buenos Aires,"Buenos Aires, Argentina",,Argentina,,
Los Reyes del Falsete,Group,,AR,2005,,,,,Argentina,,
Franny Glass,Person,Male,,1986-06-01,,Montevideo,"Montevideo, Montevideo, Uruguay",,,,
Fernando Milagros,Person,Male,CL,,,,,,Chile,,
Perrosky,Group,,CL,2001,,,,,Chile,,
Wild Moccasins,Group,,US,2008,,Houston,"Houston, Harris County, Texas, United States",,United States,,
Terraplane Sun,Group,,,,,,,,,,
Valley Lodge,Group,,,2005,,Brooklyn,"Brooklyn, New York, New York, United States",,Brooklyn,,
Augustines,Group,,US,2011,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
The Delta Riggs,Group,,AU,,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
The Weeks,Group,,,,,,,,,,
The Fratellis,Group,,GB,2005,,Glasgow,"Glasgow, Scotland, United Kingdom",,United Kingdom,,
Arthur Beatrice,Group,,GB,,,,,,United Kingdom,,
Go Wolf,Group,,,,,,,,,,
Black Black Hills,Group,,,,,,,,,,
Wild Adriatic,Group,,,2011,,Saratoga Springs,"Saratoga Springs, Saratoga County, New York, United States",,Saratoga Springs,,
Statics,,,,,,,,,,,
Andy Burrows,Person,Male,GB,1979-06-30,,,,,United Kingdom,,
Cheerleader,Group,,US,,,,,,United States,,
The Vines,Group,,US,,,,,,United States,,
Pharmakon,Person,Female,,,,,,,New York,,
Shellac,Group,,US,1992,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Inga Copeland,Person,Female,GB,,,Samara,"Samara, Samarskaya oblast', Russia",,United Kingdom,,
Rich Gang,Group,,US,2013,,New Orleans,"New Orleans, Louisiana, United States",,United States,,
Owen Pallett,Person,Male,CA,1979-09-07,,Mississauga,"Mississauga, Ontario, Canada",,Canada,,
Young Thug,Person,Male,,1991-08-09,,Atlanta,"Atlanta, Fulton County, Georgia, United States",,Atlanta,,
Bobby Shmurda,Person,Male,,,,Florida,"Florida, United States",,Brooklyn,,
Sophie,Person,Female,NL,,,,,,Netherlands,,
Quarteto Jobim-Morelenbaum,Group,,BR,,,,,,Brazil,,
Siri Nilsen,Person,Female,NO,1985,,,,,Norway,,
Razika,Group,,NO,2006,,Møhlenpris,"Møhlenpris, Bergen, Hordaland, Norway",,Norway,,
Team Me,Group,,NO,2010,,Elverum,"Elverum, Hedmark, Norway",,Norway,,
Tønes,,,,,,,,,,,
Oh Land,Person,Female,DK,1985-05-02,,,,,Denmark,,
Frisk Frugt,Person,Male,DK,,,,,,Denmark,,
Cyclobe,Group,,GB,,,,,,United Kingdom,,
Kemper Norton,Person,Male,GB,,,,,,United Kingdom,,
Zun Zun Egui,Group,,,,,,,,,,
Desperate Journalist,Group,,,2013-01-01,,London,"London, England, United Kingdom",,London,,
S.A.D.,Group,,GB,,,,,,United Kingdom,,
John J. Presley,Person,Male,,,,,,,,,
Alejandro Jodorowsky,Person,Male,CL,1929-02-07,,,,,Chile,,
Gnaw Their Tongues,Person,Male,NL,,,,,,Netherlands,,
La Féline,Group,,FR,2007,,,,,France,,
D12,Group,,US,1996,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Prefuse 73,Person,Male,US,1976,,Miami,"Miami, Miami-Dade County, Florida, United States",,United States,,
Ras G,Person,Male,US,,,,,,United States,,
9th Wonder,Person,Male,US,1975-01-15,,Winston-Salem,"Winston-Salem, Forsyth County, North Carolina, United States",,United States,,
Black Milk,Person,Male,US,1983-08-14,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Samiyam,Person,Male,US,1984-04-13,,,,,United States,,
Willie “The Lion” Smith,Person,Male,US,1893-11-23,1973-04-18,,,,United States,,
Wynton Kelly,Person,Male,US,1931-12-02,1971-04-12,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Boyce,,,,,,,,,,,
Yo‐Yo Ma,Person,Male,FR,1955-10-07,,Paris,"Paris, Île-de-France, France",,France,,
Thomas Newman,Person,Male,US,1955-10-20,,,,,United States,,
Jonathan Biss,Person,Male,US,1980-09-18,,Bloomington,"Bloomington, Monroe County, Indiana, United States",,United States,,
The Echelon Effect,Person,,,,,,,,,,
Red Sparowes,Group,,US,2003,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Message to Bears,Person,Male,GB,,,,,,United Kingdom,,
pg.lost,Group,,,,,,,,,,
David Torn,Person,Male,US,1953-05-26,,,,,United States,,
ef,,,,,,,,,,,
Lowercase Noises,Person,Male,,,,,,,Albuquerque,,
The Soul's Release,Group,,,,,,,,,,
Rhian Sheehan,Person,Male,NZ,,,,,,New Zealand,,
Clem Leek,Person,Male,GB,,,,,,United Kingdom,,
The End of the Ocean,Group,,,,,,,,,,
Tarentel,Group,,US,1995,,,,,United States,,
Winterlight,Person,,,,,,,,,,
Random Forest,Group,,,,,,,,,,
Supertramp,Group,,GB,1969,,London,"London, England, United Kingdom",,United Kingdom,,
Souls of Mischief,Group,,US,1991,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
Wang Chung,Group,,GB,1979,1991,London,"London, England, United Kingdom",,United Kingdom,,
Rick Astley,Person,Male,GB,1966-02-06,,Newton-le-Willows,Newton-le-Willows,,United Kingdom,,
Extreme,,,,1991,,,,,,,
Culture Club,Group,,GB,1981,,London,"London, England, United Kingdom",,United Kingdom,,
Buggles,Group,,GB,1977,1981,,,,United Kingdom,,
Billy Ocean,Person,Male,GB,1950-01-21,,Siparia,"Siparia, Trinidad, Trinidad and Tobago",,United Kingdom,,
Dead or Alive,Group,,GB,1980,2011,Liverpool,"Liverpool, Merseyside, England, United Kingdom",,United Kingdom,,
Trio,Group,,DE,1979,1984,Großenkneten,"Großenkneten, Niedersachsen, Germany",,Germany,,
The Sundays,Group,,GB,1987,1997,London,"London, England, United Kingdom",,United Kingdom,,
Divinyls,Group,,AU,1981,1996,,,,Australia,,
Wham!,Group,,GB,1981,1986,Bushey,"Bushey, Hertfordshire, England, United Kingdom",,United Kingdom,,
Real Life,Group,,AU,1980,,,,,Australia,,
Bachman-Turner Overdrive,Group,,CA,1970,1984,,,,Canada,,
38 Special,Group,,US,1974,,,,,United States,,
Breathe,Group,,,,,,,,,,
Lover Boy,Group,,CA,1979,,,,,Canada,,
Atlantic Starr,Group,,US,1976,,,,,United States,,
Ray Parker Jr.,Person,Male,US,1954-05-01,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Johnny Hates Jazz,Group,,GB,1986,,,,,United Kingdom,,
Erasure,Group,,GB,1985,,London,"London, England, United Kingdom",,United Kingdom,,
When in Rome,Group,,GB,,,,,,United Kingdom,,
Bruce Hornsby,Person,Male,US,1954-11-23,,Williamsburg,"Williamsburg, Virginia, United States",,United States,,
Eric Carmen,Person,Male,US,1949-08-11,,Cleveland,"Cleveland, Cuyahoga County, Ohio, United States",,United States,,
Wilson Phillips,Group,,US,1989,,,,,United States,,
Curt Boettcher,Person,Male,US,1944-01-07,1987-06-14,,,,United States,,
Telegraph Avenue,Group,,PE,,,Lima,"Lima, Municipalidad Metropolitana de Lima, Peru",,Peru,,
Amen Corner,Group,,BR,,,,,,Brazil,,
Korn,Group,,US,1993,,Bakersfield,"Bakersfield, Kern County, California, United States",,United States,,
Foreigner,Group,,US,1976,,New York,"New York, New York, United States",,United States,,
Triumph,Group,,CA,,,,,,Canada,,
Christopher Cross,Person,Male,US,1951-05-03,,San Antonio,"San Antonio, Bexar County, Texas, United States",,United States,,
Cutting Crew,Group,,GB,1985,,London,"London, England, United Kingdom",,United Kingdom,,
After the Fire,Group,,GB,1974,,,,,United Kingdom,,
Great White,,,,,,,,,,,
Wara From The NBHD,Person,Male,US,,,Atlanta,"Atlanta, Fulton County, Georgia, United States",,United States,,
Juicy J,Person,Male,US,1975-04-05,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Big K.R.I.T.,Person,Male,US,1986-08-26,,Meridian,"Meridian, Lauderdale County, Mississippi, United States",,United States,,
Cap 1,Person,Male,US,,,,,,United States,,
A$AP Ferg,Person,Male,US,1988-10-20,,Harlem,"Harlem, Manhattan, New York, New York, United States",,United States,,
Massappeals,Person,Male,GB,,,England,"England, United Kingdom",,United Kingdom,,
Baauer,Person,Male,US,1989-04-30,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Fréhel,Person,Female,FR,1891-07-13,1951-02-03,Paris,"Paris, Île-de-France, France",,France,,
George Shearing,Person,Male,GB,1919-08-13,2011-02-14,,,,United Kingdom,,
Dionne Warwick,Person,Female,US,1940-12-12,,East Orange,"East Orange, Essex County, New Jersey, United States",,United States,,
The Belle Stars,Group,,GB,1980,,,,,United Kingdom,,
Japanese Motors,Group,,,,,,,,,,
Angus,,,,1983,,,,,,,
Doves,Group,,GB,1998,,Handforth,"Handforth, Cheshire East, England, United Kingdom",,United Kingdom,,
Midnight Oil,Group,,AU,1975,2002-12-02,,,,Australia,,
Julian Lennon,Person,Male,GB,1963-04-08,,Liverpool,"Liverpool, Merseyside, England, United Kingdom",,United Kingdom,,
The Delta Rhythm Boys,Group,,US,1934,1987,,,,United States,,
The Dixie Cups,Group,,US,,,,,,United States,,
Twista,Person,Male,US,1973-11-27,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Bonnie Tyler,Person,Female,GB,1951-06-08,,Skewen,"Skewen, Neath Port Talbot, Wales, United Kingdom",,United Kingdom,,
Richard Marx,Person,Male,US,1963-09-16,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Peter Cetera,Person,Male,,1944-09-13,,Chicago,"Chicago, Cook County, Illinois, United States",,Ketchum,,
Gerry Rafferty,Person,Male,GB,1947-04-16,2011-01-04,,,,United Kingdom,,
Paula Cole,Person,Female,US,1968-04-05,,Rockport,"Rockport, Essex County, Massachusetts, United States",,United States,,
Republica,Group,,GB,1994,,Windsor,"Windsor, Windsor and Maidenhead, England, United Kingdom",,United Kingdom,,
Hanson,Group,,US,1992,,Tulsa,"Tulsa, Tulsa County, Oklahoma, United States",,United States,,
Matchbox Twenty,Group,,US,1996,,Orlando,"Orlando, Orange County, Florida, United States",,United States,,
Meredith Brooks,Person,Female,US,1958-06-12,,,,,United States,,
INXS,Group,,AU,1977-08-16,2012-11-13,Sydney,"Sydney, New South Wales, Australia",,Australia,,
Fine Young Cannibals,Group,,GB,1984,1996,,,,United Kingdom,,
The Rural Alberta Advantage,Group,,CA,2005,,Toronto,"Toronto, Ontario, Canada",,Canada,,
The Donkeys,Group,,DK,1962,,,,,Denmark,,
RJD2,Person,Male,US,1976-05-27,,Eugene,"Eugene, Lane County, Oregon, United States",,United States,,
Kool Moe Dee,Person,Male,US,1962-08-08,,Manhattan,"Manhattan, New York, New York, United States",,United States,,
DJ Kool,Person,Male,US,1959,,,,,United States,,
The Knife,Group,,ES,,,,,,Spain,,
Bag Raiders,Group,,AU,2006,,,,,Australia,,
Ben Pearce,Person,Male,GB,,,,,,United Kingdom,,
Robyn,Person,Female,SE,1979-06-12,,Stockholm,"Stockholm, Stockholm, Sweden",,Sweden,,
Shiba San,Person,Male,,,,,,,Paris,,
DJDS,Group,,US,,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Indian Summer,Group,,US,1993,1994,,,,United States,,
Jeffrey Osborne,Person,Male,US,1948-03-09,,Providence,"Providence, Providence County, Rhode Island, United States",,United States,,
Kim Carnes,Person,Female,US,1945-07-20,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Billy Squier,Person,Male,US,1950-05-12,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
